ma,ten,ten_eg
847416,Phát âm tiếng Ý - Đức - Nga,
857510,Hệ thống di tích lịch sử - văn hóa và danh thắng Việt Nam,
803020,Nhập môn Cơ học lượng tử & Vật lí ng/tử,                              
833320,Phương pháp nghiên cứu khoa học trong kinh doanh,
205020,Thực hành Sư phạm 2,                              
820402,Kinh tế quốc tế,
331020,Mạng máy tính,                              
801054,Phương trình nghiệm nguyên,                              
835097,Khóa luận tốt nghiệp (LT DVI),                              
849001,Lập trình hướng đối tượng và ứng dụng,                              
331007,Toán rời rạc,                              
736127,Công tác văn thư lưu trữ trong cơ quan Đảng,                              
848407,Lý thuyết tài chính tiền tệ,
331002,Vật lý đại cương A1,                              
858006,Lý thuyết thống kê,
834067,Quản lý môi trường biển và đới bờ,                              
212010,Những v/đ chung của PPDH GDCD,                              
847205,Kỹ thuật hát hợp xướng 3A,                              
238025,Tiếng Anh thương mại : Viết (2),                              
845050,Tiếng Anh chuyên ngành Kinh doanh 1,                              
819303,Tổ chức hoạt động dạy học và giáo dục ở trường MN,
H32030,Tâm lý học quản trị kinh doanh,                              
801135,Đại số sơ cấp và thực hành giải toán (THCS),                              
207032,Chăn nuôi trâu bò,                              
736027,Luật Hiến pháp Việt Nam,                              
209027,Văn học Việt Nam hiện đại 2b,                              
841467,Công nghệ .NET,
239041,Tâm lý học đại cương (4đvht),                              
202015,Dao động và sóng,                              
311005,Bản đồ học và bản đồ chuyên đề,                              
119025,PP làm quen với văn học (2 đvht),                              
736115,Luật kinh doanh,                              
736021,Giao tiếp trong kinh doanh,                              
834057,Viễn thám trong nghiên cứu m/trường,                              
853046,Hoạt động nhóm và kĩ năng truyền thông,
816051,Nhạc cụ 1A,                              
847219,Thanh nhạc chuyên ngành 3B,                              
834403,Thực hành công nghệ sinh học môi trường,
843302,Lý luận và pháp luật về quyền con người,
240010,Tin học văn phòng và Internet,                              
BOCH12,Bóng chuyền 2,                              
211098,(TN) Địa lý kinh tế - xã hội đại cương,                              
820088,Lịch sử văn minh Thế giới,                              
210013,Rèn luyện kỹ năng viết bảng - THSP 2,                              
841320,Phát triển ứng dụng internet of things,
311012,Dân số và phát triển,                              
OHO001,Hóa học,                              
306003,Hô hấp thực vật,                              
213014,Phương pháp dạy học 1,                              
832107,Lý thuyết tài chính tiền tệ,                              
232016,Thanh toán quốc tế,                              
834004,Thực hành hoá đại cương,                              
866103,Tiếng Anh III,                              
838005,Tin học văn phòng,                              
806413,Dạy học Sinh học theo định hướng giáo dục STEM,
319016,Phương pháp nghiên cứu trẻ em,                              
821427,Sinh học phát triển,
813421,Tiếng Anh trung học cơ sở,
810084,Thực hành sư phạm THPT 3,                              
736107,Tin học văn phòng 1,                              
834412,Tiếng Anh chuyên ngành môi trường 2,
810310,Phương pháp giảng dạy lịch sử THCS 3,
811412,Những vấn đề về địa lí tự nhiên,
211002,Khí quyển,                              
838307,Tiếng Anh trong nhà hàng khách sạn,
822316,Địa lí các vùng kinh tế Việt Nam,
839063,Trình bày thông tin & x/bản điện tử,                              
132019,Nguyên lý kế toán,                              
836145,Công tác văn thư lưu trữ trong cơ quan Đảng,                              
809402,Các thể loại và tác gia tiêu biểu văn học Đông Âu-Nga,
849411,Kỹ thuật cao áp và chống sét,
843031,Luật Tố tụng dân sự Việt Nam,                              
BORO12,Bóng rổ 2,                              
711106,"Địa lý kinh tế Châu Phi, Châu Mỹ và Châu đại dương",                              
819020,Mỹ thuật mầm non,                              
867007,Toán cao cấp C1,                              
834031,Công nghệ xử lý khí thải,                              
817002,Tin học ứ/dụng chuyên ngành Mĩ thuật 1,                              
306017,Di truyền học người,                              
821317,Thực hành hóa lý,
810059,Cách mạng tháng 10 Nga và hệ thống các nước XHCN,                              
705114,Điện tử số,                              
833359,Quản trị tài chính quốc tế,
311006,Địa lý tự nhiên đại cương,                              
235012,Nhập môn Việt Nam học,                              
809344,Văn bản và soạn thảo văn bản tiếng Việt,
806304,Kiểm tra đánh giá trong giáo dục,
816424,Nhạc cụ 7,
854332,Nhập môn châu Âu học,
815055,Phương pháp dạy học Toán 1,                              
213015,Luyện nghe 3,                              
331097,Khóa luận tốt nghiệp (DCT),                              
842110,Kế toán quản trị (ngành TCNH),                              
132039,Kiểm toán,                              
740101,Lưu trữ học đại cương,                              
801109,Xác suất và thống kê toán,                              
141027,Đồ án: Th/kế và tr/khai h/thống hoàn chỉnh,                              
839109,Biên mục mô tả nâng cao,                              
853009,Tâm lí học nhân cách,                              
819117,PP làm quen chữ viết cho trẻ MN,                              
834438,Kỹ thuật lò đốt chất thải,
216097,(TN) Phương pháp dạy học Âm nhạc,                              
843402,Phương pháp nghiên cứu khoa học ngành Luật,
813026,Ngữ nghĩa học,                              
813001,Tiếng Trung 1,                              
849005,Thông tin điện tử vô tuyến,                              
806018,Kỹ thuật dạy học Sinh học ở THPT,                              
732052,Thẩm định dự án đầu tư,                              
740027,Lịch sử Việt Nam cổ trung đại,                              
810316,Lịch sử ngoại giao Việt Nam,
202010,Thí nghiệm vật lý THCS,                              
816101,Đường lối văn hóa văn nghệ của Đảng CSVN,                              
820406,Kĩ năng hoạt động thanh thiếu nhi,
815117,Lí luận đổi mới PPDH TV ở tiểu học,                              
848006,Cấu trúc dữ liệu và giải thuật,                              
839062,Tổ chức và quản lí thư viện,                              
854314,Nghiệp vụ PR,
QG0519,Giáo dục đại học Thế giới và Việt Nam,                              
842012,Giao tiếp trong kinh doanh,                              
236042,Tiến trình lịch sử Việt Nam,                              
838453,Tiếng Pháp 3 (NN2 của VB2),
847302,Phương pháp nghiên cứu khoa học chuyên ngành Âm nhạc,
O41002,Cấu trúc dữ liệu và giải thuật,                              
841074,Phân tích thiết kế giải thuật,                              
212023,Dân số - Môi trường - Tài nguyên,                              
834324,Bố trí thí nghiệm và thống kê môi trường,
207026,Giống cây trồng,                              
839002,Nhập môn Xã hội học,                              
315199,(TN) Tiếng Việt và PPDH Tiếng Việt,                              
846329,Quản lí dự án giáo dục,
848309,Nhập môn toán tài chính,
817050,Hình họa 1,                              
302198,(TN) Vật lí lý thuyết,
811022,Trái đất - Những quy luật chung,                              
141026,Triển khai hạ tầng mạng Cisco nâng cao,                              
801044,Xác suất thống kê,                              
202020,Thí nghiệm Điện-Quang,                              
868001,Phương pháp nghiên cứu khoa học,                              
303016,PPGD Hoá học và rèn luyện NVSP,                              
801106,Bài tập Hình học Affine và hình học Euclide,                              
835081,Văn hóa Nga,                              
848029,Seminar chuyên đề tin học,                              
849405,Cung cấp điện,
801111,Độ đo và tích phân,                              
O09003,PPDH Ngữ văn,                              
232030,Tiếng Anh chuyên ngành kế toán (1),                              
820413,Giáo dục kỹ năng sống,
132014,Thực hành kế toán 2,                              
219020,Tổ chức hoạt động tạo hình,                              
838113,Quản trị du lịch,                              
801125,Bổ sung đại số đại cương,                              
231019,Công nghệ phần mềm,                              
822406,Biến đổi khí hậu và phòng chống thiên tai,
810314,Thực hành sư phạm THCS 4,
832024,Quản trị học căn bản,                              
315019,Ngữ pháp chức năng,                              
846326,Quản lí việc xây dựng và phát triển chương trình giáo dục,
858009,Cơ sở lập trình (CNTT),
802075,Hướng dẫn làm đồ dùng DH vật lý,                              
309007,Tiếp nhận văn học,                              
842102,Tin học đại cương,                              
838063,Kỹ năng Viết 3 (Research Writing),                              
843099,Khóa luận tốt nghiệp (DLU),                              
843106,Kỹ năng tư vấn pháp luật,                              
H33032,Lập kế hoạch kinh doanh,                              
836309,Cải cách HC và cải cách thủ tục hành chính,
809421,"Dạy, học văn học nước ngoài ở trường phổ thông",
815076,Mỹ thuật 1,                              
836118,Nghiệp vụ kế toán văn phòng,                              
854502,Kỹ năng nói trước công chúng,
209003,Văn học dân gian Việt Nam,                              
315051,Kiểm tra đánh giá kết quả học tập ở TH,                              
338044,Quản trị nhân lực,                              
810404,Các nền văn minh trên đất nước Việt Nam,
817098,Khoá luận tốt nghiệp (LT DMI),                              
852498,Thực tập tốt nghiệp (DDV) (DCV),
801107,Không gian mêtric và không gian tôpô,                              
816306,Nhạc cụ nâng cao 2,
857420,Du lịch MICE,
361007,Những nguyên lí cơ bản của  CN Mác-Lênin 2,                              
816201,Thanh nhạc 1A,                              
806089,Tiếng anh chuyên ngành Sinh học,                              
834206,Cơ lưu chất,                              
810052,Các quốc gia phương Tây và Ả-rập trung đại,                              
834203,Vật lý đại cương,                              
833031,Nhập môn thị trường chứng khoán,                              
119102,Tâm lí học trẻ em 1 (TC),                              
816226,Ký xướng âm 2A,                              
866403,Tiếng Anh 3,
716052,Hát tập thể 1,                              
816071,Chỉ huy hợp xướng 3,                              
811421,Dân số và phát triển,
319499,(TN) Phương pháp phát triển ngôn ngữ và làm quen với văn học,
801399,Khóa luận tốt nghiệp (DTO),
834020,Hoá học hữu cơ,                              
849007,Khí cụ điện,                              
803405,Các phương pháp phân tích hóa lý và thực hành,
736059,Nghiệp vụ công tác lưu trữ,                              
816098,Khóa luận tốt nghiệp (LT DNH),                              
303015,Cơ sở lý thuyết hoá vô cơ,                              
209001,Cơ sở ngôn ngữ học,                              
850438,Chuyên đề tốt nghiệp viễn thông 3,
803399,Khóa luận tốt nghiệp (DHO),
810305,Những vấn đề toàn cầu,
802061,PPDH Vật lý THPT 2,                              
238032,Dịch nâng cao (1),                              
811420,Phương pháp NCKH ngành Sư phạm Địa lí,
842011,Đạo đức trong kinh doanh,                              
832502,Principle of Management,
839307,Xuất bản điện tử,
317398,(TN) Sáng tác tranh,
816013,Phân tích tác phẩm,                              
364007,Tin học căn bản 1,                              
740105,Tiếng Anh chuyên ngành 2,                              
740114,Xác định giá trị tài liệu lưu trữ,                              
315398,(TN) Tiếng Việt,
843406,"Luật Dân sự 2 - Tài sản, sở hữu và thừa kế tài sản",
205015,TH. Kĩ thuật điện 2,                              
854326,Thực tế chuyên môn 3,
809414,Phát huy tính tích cực của học sinh trong dạy học Ngữ văn,
239044,Thực tập cuối khóa (CTV),                              
265001,Thực tập sư phạm,                              
303017,Cơ sở lý thuyết Hoá hữu cơ,                              
839055,Biên mục mô tả  2,                              
204021,Lập trình hướng đối tượng 2,                              
215004,Tiếng Việt 1,                              
132010,Tài chính doanh nghiệp 1,                              
H42016,Phân tích hoạt động kinh doanh,                              
219068,PP giáo dục thể chất (LT1),                              
819029,Con người và môi trường,                              
833077,Đạo đức trong kinh doanh,                              
848098,Thực tập tốt nghiệp (DTU),                              
H32011,Quản trị học,                              
853301,Tâm lí học giáo dục,
813084,Thực hành sư phạm 2,                              
846319,Ứng dụng CNTT trong quản lý giáo dục,
H33022,Quản trị Marketing,                              
802077,Thiết kế trang Web,                              
715199,Khóa luận tốt nghiệp (CGT),                              
810407,Lịch sử thế giới trung đại,
813403,Tiếng Hàn 3,
203024,Thực hành Sư phạm 3,                              
839310,Thư viện Trường học,
219043,Toán và PP làm quen với Toán,                              
820405,Kỹ năng soạn thảo văn bản hành chính,
801314,Hinh học sơ cấp THPT,
734102,Cơ lưu chất,                              
214014,Đọc hiểu 1,                              
705004,Thí nghiệm vật lí đại cương,                              
210018,Lịch sử địa phương,                              
850307,Thí nghiệm chuyên ngành viễn thông,
801072,Lý thuyết mã hóa,                              
H61003,Tư tưởng Hồ Chí Minh,                              
838062,Kỹ năng Viết 2,                              
854301,Tiếng Trung 1 (ngành Quốc tế học),                              
835323,Quản trị kinh doanh lữ hành,
306014,Vi sinh học ứng dụng,                              
801506,Rèn luyện nghiệp vụ sư phạm thường xuyên,
835063,Tín ngưỡng - tôn giáo ở VN,                              
850017,Giải tích mạch điện,                              
236032,ứng dụng CNTT trong công tác VP,                              
205027,T.H. Cơ khí 2,                              
832103,Tin học đại cương,                              
857408,Lịch sử văn minh thế giới,
763015,Thực tập sư phạm (CĐ),                              
363017,Tổ chức HĐ Giáo dục ở trường Tiểu học,                              
CALO02,Cầu lông nâng cao 1,                              
736023,Hành chính công,                              
819106,PP giáo dục âm nhạc (ĐH),                              
820066,G/th một số t/phẩm kinh điển của Mác–Ăngghen-Lênin về KTCT,                              
708112,TH Pha chế thức uống,                              
801351,Phương pháp nghiên cứu khoa học trong ngành Toán,
716022,Hình thức và thể loại 1,                              
203032,Lịch sử Hóa học,                              
816219,Lý thuyết âm nhạc cơ bản,                              
806079,Sinh học p/triển cá thể t/vật,                              
801103,Đại số đại cương,                              
233004,Pháp luật đại cương,                              
803021,Hoá học đại cương 1,                              
853007,Tâm lí học xã hội,                              
853025,Tâm lí học thể dục - thể thao,
237001,Pháp luật học đại cương,                              
842105,Kinh tế vĩ mô,                              
361008,Đường lối cách mạng của ĐCSVN,                              
809341,Thực hành sư phạm 2 - THCS,
817107,Thực hành sư phạm 1Đ,                              
810001,Nhân học đại cương,                              
806302,Sinh học tế bào,
215199,(TN) Tiếng Việt và PP dạy học Tiếng Việt,                              
850005,Toán A2,                              
207015,Thực hành Sư phạm 1,                              
231020,Lập trình ứng dụng Web,                              
833027,Nguyên lý kế toán,                              
836503,Kỹ năng làm việc nhóm,
834102,Thực hành công nghệ môi trường,                              
204026,Thực hành Sư phạm 4,                              
205031,T.H Điện tử,                              
802069,Chuyên đề vật lí bán dẫn,                              
833360,Quản trị nguồn nhân lực quốc tế,
845056,Luật Cạnh tranh,                              
833053,Kinh tế quốc tế,                              
833052,Quản trị Marketing,                              
209035,Hán Nôm (4),                              
836130,Soạn thảo thư tín thương mại,                              
209033,Hán Nôm (2),                              
822304,Địa lí tự nhiên đại cương,
857418,Tổ chức sự kiện du lịch,
820430,Hồ Chí Minh với tiến trình cách mạng Việt Nam,
217018,Bố cục 1,                              
838105,Quản trị văn phòng,                              
737058,Nghiệp vụ lưu trữ,                              
842061,Quản trị ngân hàng thương mại,                              
803069,"P/tích c/trình hóa học lớp 10, 11",                              
164001,Tiếng Anh 1,                              
850036,Truyền hình số,                              
838302,Địa lí du lịch,
802117,Vật lí laser và ứng dụng,                              
815409,"Dạy thành ngữ, tục ngữ cho HSTH",
841021,Kiến trúc máy tính,                              
705065,CNC cơ bản,                              
842009,Hệ thống thông tin ngân hàng,                              
851001,Điện tử y sinh,                              
859404,Marketing dịch vụ nhà hàng và dịch vụ ăn uống,
813069,Thực hành dịch thuật 2,                              
841108,Cấu trúc dữ liệu và giải thuật,                              
819409,Dàn dựng chương trình văn nghệ cho trẻ mầm non,
835316,Du lịch tôn giáo - tâm linh Việt Nam,
847405,Thanh nhạc chuyên ngành 2,
302009,Vô tuyến điện đại cương,                              
833301,Luật kinh doanh,
202006,Toán cao cấp A3,                              
215032,Thể dục,                              
739198,Thực tập tốt nghiệp (CKV),                              
850027,Kỹ thuật đo lường,                              
716054,Hình thức và thể loại 2,                              
219045,Giáo dục học trẻ em 1,                              
219046,PPGD Âm nhạc,                              
810053,LSVN từ nguồn gốc đến TK X,                              
BOBA11,Bóng bàn 1,                              
806112,Sinh học phát triển cá thể động vật,                              
819414,Quản lý HCNN và Quản lý ngành GD-ĐT (GDMN),
119063,"Giáo dục hòa nhập (1,2)",                              
813021,Ngữ âm - Âm vị học,                              
219069,Tổ chức thực hiện ch/tr GDMN (LT1),                              
733198,Thực tập tốt nghiệp (CQK),                              
216041,Chỉ huy và dàn dựng hát tập thể 4,                              
320001,Chuyên đề văn hóa Việt Nam,                              
816078,Kỹ thuật hát hợp xướng 4,                              
847301,Kỹ thuật hát hợp xướng 5,
809401,Lược khảo về chữ Hán và văn bản Hán văn Trung Hoa ,
237002,Lịch sử Việt Nam,                              
239014,Hán Nôm,                              
816207,Kỹ thuật hát hợp xướng 1,                              
301042,Đại số sơ cấp và Thực hành giải toán,                              
843028,Luật Hành chính,                              
817079,Phương pháp dạy học Mỹ thuật,                              
820028,PP dạy học GDCT ở trường THPT2,                              
835082,Văn hóa Châu Phi,                              
208005,Lí thuyết dinh dưỡng,                              
847232,Lịch sử âm nhạc thế giới,                              
816230,Chỉ huy hợp xướng 1,                              
235025,Marketting du lịch,                              
846041,Xây dựng trường học đạt chuẩn Quốc gia,                              
850026,Kỹ thuật vi xử lý,                              
809038,Một số vấn đề văn học Nga,                              
802123,Thực hành sư phạm THPT 2,                              
215033,Văn học 2,                              
834333,Tăng trưởng xanh,
842103,Marketing căn bản,                              
843320,Pháp luật về đầu tư,
CALO03,Cầu lông nâng cao 2,                              
850053,Kỹ thuật đa truy nhập,                              
806058,Thực hành Giải phẫu s/lý người,                              
832033,Thị trường tài chính,                              
811310,Địa lí kinh tế xã hội các châu lục 1,
235035,Tín dụng – thanh toán Quốc tế,                              
817113,Sáng tác chuyên đề tốt nghiệp,                              
214026,Nghe hiểu 3,                              
802318,Phân tích chương trình Vật lý THCS,
204013,Cơ sở dữ liệu,                              
204012,Phương pháp dạy học Tin học 1,                              
219006,Thực tế bộ môn,                              
811106,Địa lí Đông Nam á,                              
819120,Tâm lí học trẻ em,                              
338043,Marketing căn bản,                              
801320,Thực hành sư phạm 5 THCS,
212006,Rèn luyện kỹ năng viết bảng - TH SP 1,                              
734106,Đồ án xử lý nước thải,                              
237032,ứng dụng CNTT trong công tác VP,                              
813070,Thực hành dịch thuật 3,                              
813099,Khóa luận tốt nghiệp (DSA),                              
847017,Kỹ thuật hát hợp xướng 1A,                              
841468,Chuyên đề J2EE,
802503,Thực hành sư phạm THPT 1,
857429,Quản lý điểm đến du lịch,
849399,Khóa luận tốt nghiệp (DDD),
231014,Lập trình hướng đối tượng,                              
216006,Múa,                              
820051,Triết học Mác – Lênin (DVLS),                              
811061,Địa lí kinh tế xã hội các nước 2,                              
849030,Năng lượng hạt nhân,                              
810324,Hoạt động trải nghiệm sáng tạo và dạy học dự án trong môn Lịch sử ở THPT,
211025,Địa lí kinh tế-xã hội Việt Nam (Khái quát),                              
713103,Thực hành sư phạm THCS 3,                              
803063,Hóa lý 1,                              
850013,Tiếng anh chuyên ngành,                              
801302,Đại số tuyến tính,                              
843002,Toán cao cấp,Toán cao cấp
835406,Thực tập tốt nghiệp (DVI),
867002,Nguyên lý kế toán,                              
850314,Mạng viễn thông thế hệ sau NGN,
234018,Hóa học chất keo,                              
834204,Vật lí môi trường nâng cao,                              
204004,Sử dụng mạng internet/Intranet,                              
842115,Kinh doanh ngoại hối,                              
821314,Vật lý đại cương 2,
317097,(TN) PP dạy học Mỹ thuật,                              
801092,Bổ sung phép tính vi tích phân,                              
331013,Cơ sở dữ liệu,                              
201023,Nhập môn Tôpô,                              
235050,Thực tập tốt nghiệp (CVI),                              
811101,Địa hình bề mặt trái đất,                              
855498,Thực tập tốt nghiệp (ngành KD Quốc tế),
841412,Nguyên lý và phương pháp lập trình,
363014,Hoạt động dạy học ở trường THCS,                              
842004,Xác suất thống kê,                              
863011,Quản lý HCNN & QL Ngành GD-ĐT (GDTH),                              
303001,Hoá lập thể,                              
841073,Seminar chuyên đề,                              
806088,Sinh học cơ thể động vật,                              
816052,Nhạc cụ 1B,                              
213018,Từ vựng 1,                              
338031,Thực hành dịch 3,                              
206027,Con người và môi trường,                              
834086,Sinh vật chỉ thị môi trường,                              
832113,Tài chính công,                              
211030,Các vấn đề địa lí toàn cầu,                              
832027,Lí thuyết tài chính tiền tệ,                              
857435,Quản lý dịch vụ giải trí du lịch,
203025,Hóa hữu cơ 3,                              
842003,Toán cao cấp C2,                              
813304,Ngữ dụng học,
810321,Một số vấn đề về lịch sử Biển đảo Việt Nam,
809024,Lí luận văn học 2,                              
843048,Thực tế chuyên môn,                              
705102,Lý luận dạy học KTCN,                              
842064,Kiểm toán ngân hàng,                              
813410,Đọc - Viết 3,
H42026,Thanh toán quốc tế,                              
QG0557,Quản lí văn hóa nhà trường,                              
232025,Nghiệp vụ ngân hàng thương mại,                              
815083,Đại số sơ cấp,                              
843315,"Kỹ năng đàm phán, giao kết hợp đồng trong thương mại quốc tế",
219001,Kỹ năng tạo hình,                              
702055,PPDH Vật lý THCS 5,                              
208036,May công nghiệp,                              
810096,Hướng dẫn dạy khoá trình LS và PPDH lịch sử ở THPT,                              
208033,Thực hành Sư phạm 3,                              
235005,Hán-Nôm (1),                              
810055,Lịch sử Phương Tây thời cận đại,                              
810076,Lịch sử căn cứ địa Nam Bộ trong kháng chiến chống Mỹ,                              
841062,Quản lý dự án phần mềm,                              
850333,Kỹ thuật điều khiển hữu tuyến và vô tuyến,
813109,ứng dụng CNTT vào dạy học,                              
841317,Chuyên đề tốt nghiệp,
203009,Hóa Đại cương 2,                              
211007,Địa hình bề mặt trái đất,                              
216022,Đọc và ghi nhạc 4,                              
832105,Kinh tế vi mô,                              
708056,TH Bánh Việt Nam,                              
838099,Khóa luận tốt nghiệp (DTA) (DAN),                              
320006,Quản lý nhà nước và giáo dục,                              
238016,Tiếng Anh thương mại : Nghe (3),                              
239011,Khung phân loại DDC,                              
813025,Hình thái học,                              
O06002,Động vật học,                              
232026,Tin học kế toán,                              
834346,Kỹ thuật xử lý nước thải công nghiệp,
843047,Kỹ thuật soạn thảo văn bản,                              
832307,Thực hành khai báo thuế,
819502,Thực hành sư phạm,
706099,Khóa luận tốt nghiệp (CSI),                              
809334,Phương pháp dạy học Ngữ văn 2 - THPT,
132018,Tin học căn bản 1,                              
819308,Phương pháp phát triển ngôn ngữ cho trẻ mầm non,
809301,Quan hệ văn hoá và văn học trong văn học Việt Nam,                              
317009,Cơ sở lí luận Mỹ thuật,                              
836199,Khóa luận tốt nghiệp (DQV),
846028,Tâm lý học lứa tuổi,                              
742099,Khóa luận tốt nghiệp (CTN),                              
204001,Toán cao cấp 1,                              
836412,Quan hệ công chúng (PR),
802098,Khoá luận tốt nghiệp (LT DLI),                              
OTA001,Tiếng Anh,                              
707073,Thực hành sư phạm 2,                              
866003,Tiếng Anh (3),                              
846401,Giáo dục giá trị sống và kĩ năng sống,
853417,Phát triển nguồn nhân lực ngành Tâm lý học,
338011,Đọc 3,                              
216037,Phương pháp dạy Nhạc 3,                              
801410,Thực hành sư phạm 1,
843111,"Kỹ năng thẩm định, kiểm tra văn bản quy phạm pháp luật",                              
842401,Đầu tư tài chính,
843412,Tội phạm học,
839023,PPNC khoa học ứng dụng trong ngành Thông tin - Thư viện,                              
811103,Các thiên tai trên trái đất,                              
841059,Quản trị mạng,                              
338014,Kỹ năng Viết 2,                              
237003,Nhập môn khoa học Thư viện - thông tin,                              
836310,Nghiệp vụ lễ tân,
834207,Vẽ kỹ thuật môi trường,                              
854017,Tiếng Anh chuyên ngành 3,
806414,Vi khuẩn và vi tảo trong Vi sinh vật ứng dụng,
707058,Chăn nuôi heo,                              
205003,Hình học họa hình,                              
301073,Lịch sử toán,                              
850061,Thiết kế tuyến và quy hoạch mạng truyền dẫn quang,                              
O38003,Kĩ năng Đọc - Viết,
848028,Phân tích xử lý ảnh,                              
853011,Tâm lí học giao tiếp,                              
231017,Thiết kế Web,                              
803060,Hóa phân tích 2,                              
839412,Đánh giá sản phẩm và dịch vụ thông tin - thư viện,
315014,Ngữ pháp và ngữ pháp văn bản TV,                              
806084,Thực hành sư phạm 4,                              
839413,Thực tập ngành nghề (DTT),
847021,Kỹ thuật hát hợp xướng 3A,                              
204015,Hệ điều hành,                              
207020,Thực tập rèn nghề chuyên môn,                              
853014,Tâm lí học quản lý,
205016,Kĩ thuật điện 3,                              
H42032,Thẩm định giá,                              
819057,Chuẩn bị cho trẻ vào trường PT,                              
237096,(TN) Công tác văn thư và soạn thảo VB,                              
736129,Lịch sử lưu trữ Việt Nam,                              
816027,Nhập môn sáng tác 2,                              
338003,Nghe 3,                              
235038,Chuyên đề : Du lịch sinh thái,                              
206030,Chăn nuôi,                              
809054,Văn học VN hiện đại 2 (1945 đến nay),                              
736121,Soạn thảo VB trên máy tính,                              
836303,Quản trị chất lượng,
854309,Các loại hình nghệ thuật thế giới,                              
233023,Quản lý chất lượng,                              
850373,"Thiết kế, mô phỏng và vận hành hệ thống điện có nguồn phân tán",
810399,Khóa luận tốt nghiệp (DSU),
839504,PP NCKH trong lĩnh vực TT-TV,
843045,Tư pháp quốc tế,                              
806056,Giải phẫu học người,                              
217008,Vẽ đầu tượng người (đen trắng),                              
809406,Ngữ âm - Từ vựng tiếng Việt,
234012,Đại số tuyến tính và hình giải tích,                              
843056,"Pháp luật về công chứng, chứng thực",                              
262006,Giáo dục Quốc phòng (1),                              
816046,Thanh nhạc 1A,                              
811025,Kinh tế học,                              
217025,Trang trí ứng dụng 3,                              
832309,PPNC khoa học trong ngành Kế toán,
834106,Công nghệ sinh học môi trường,                              
834226,Tiếng Anh chuyên ngành môi trường 3B,                              
811099,Khóa luận tốt nghiệp (DDI),                              
702104,Hướng dẫn giải bài tập vật lí THCS,                              
803332,Phân tích chương trình Hóa học THCS,
209036,Hán Nôm (5),                              
810083,Thực hành sư phạm 2,                              
803128,Hóa học các nguyên tố hiếm và đất hiếm,                              
850420,Xử lý số tín hiệu,
863002,TLH lứa tuổi Mầm non & TLH sư phạm,                              
705050,Vẽ kĩ thuật,                              
240033,Bảo tàng học đại cương,                              
816211,Nhạc cụ 1A,                              
331041,Các kĩ thuật lập trình hiện đại,                              
736053,Quản trị hành chính văn phòng,                              
817120,Hình họa 7,                              
862409,Giáo dục quốc phòng và an ninh IV,
801119,Bài tập ĐS sơ cấp và thực hành giải toán (THPT),                              
238010,Viết căn bản,                              
233032,Phân tích hoạt động kinh doanh,                              
232028,Kế toán tài chính (3),                              
843005,Tin học văn phòng,                              
821320,Hóa học phân tích ,
838074,Quản trị du lịch,                              
864001,Xác suất thống kê A,                              
843050,Pháp luật về luật sư,                              
O20002,Lịch sử Đảng Cộng sản Việt Nam,                              
841001,Giải tích 1,                              
850059,Thí nghiệm chuyên ngành viễn thông,                              
315092,Hình học sơ cấp,                              
817067,Sáng tác 4,                              
839075,Thông tin KH và công nghệ,                              
833355,Tiếng Anh chuyên ngành 3 (ngành KD quốc tế),
QG0512,Giáo dục học so sánh,                              
835072,Du lịch sinh thái và khu du lịch,                              
816002,Lịch sử Âm nhạc thế giới,                              
847002,Âm nhạc cổ truyền Việt Nam,                              
834041,PP xử lí số liệu môi trường,                              
834319,Quản lý môi trường đô thị và khu công nghiệp,
821502,Sinh học đại cương,
219052,Tâm lí học hoạt động (4đvht),                              
850051,Truyền sóng và anten,                              
709104,Thực hành sư phạm THCS 2,                              
737070,Kĩ thuật thương lượng,                              
806107,Thực hành sư phạm THPT 2,                              
816073,Hòa thanh 2,                              
834043,Công nghệ môi trường,                              
702053,PPDH Vật lý THCS 3,                              
132023,Kế toán tài chính 1,                              
234041,Bản đồ học và h/thống thông tin ĐL (GIS),                              
211023,Phương pháp dạy học địa lý (cụ thể),                              
846063,Nghiệp vụ quản lý hành chính trong các cơ sở giáo dục,                              
O15002,Tiếng Việt,                              
816041,Kí xướng âm 1B,                              
708104,Hóa sinh Đại cương,                              
236030,Thông tin phục vụ lãnh đạo và quản lý,                              
820309,Lịch sử tư tưởng chính trị,
211028,Địa lí kinh tế-xã hội Việt Nam (Khu vực),                              
303099,(TN) PP dạy học Hóa học,                              
707024,Sinh học đại cương A2,                              
839051,Phân loại tài liệu 1,                              
815501,Tâm lý học tiểu học,
234016,Hóa phân tích,                              
O01003,PPDH Toán,                              
816054,Nhạc cụ 2B,                              
141006,Cài đặt và quản trị HĐH máy trạm,                              
803070,P/tích c/trình hóa học lớp 12,                              
212013,Rèn luyện kỹ năng soạn giáo án - THSP 2,                              
834039,Phân tích môi trường (3tc),                              
233011,Luật kinh tế,                              
202009,Điện học (1),                              
810406,Lịch sử thế giới nguyên thủy và cổ đại,
302005,Điện động lực học,                              
834077,Kiểm soát không khí và tiếng ồn,                              
237018,Tiếng Anh chuyên ngành 1,                              
219064,Tổ chức hoạt động âm nhạc (2đvht),                              
813413,Ngữ âm - âm vị học,
O06003,PP dạy học Sinh học,                              
801042,Phương trình vi phân,                              
811311,Địa lí kinh tế kinh tế xã hội các châu lục 2,
853408,Tâm lí học gia đình,
